,accuracy,f1score
0,0.4744907319545746,0.4897765517234802
1,0.6156075596809387,0.5752250552177429
2,0.6626715660095215,0.6134613156318665
3,0.6881918907165527,0.6440503597259521
4,0.7097406387329102,0.6655819416046143
5,0.7224242091178894,0.6816357374191284
6,0.7359722256660461,0.6958455443382263
7,0.7461238503456116,0.7052825689315796
8,0.7652021050453186,0.7189499139785767
9,0.7831206321716309,0.7355461120605469
10,0.8006435036659241,0.7486170530319214
11,0.8192715048789978,0.764670729637146
12,0.8330320715904236,0.7770907878875732
13,0.8440780639648438,0.7879650592803955
14,0.8563557863235474,0.7993817329406738
15,0.8651670217514038,0.8077340126037598
16,0.8741505742073059,0.817008376121521
17,0.8818780779838562,0.8253606557846069
18,0.8882685303688049,0.8324113488197327
19,0.8951224088668823,0.8400043845176697
20,0.9011068344116211,0.8475702404975891
21,0.9072285890579224,0.8541598916053772
22,0.9132221341133118,0.8621325492858887
23,0.9162794947624207,0.8669866323471069
24,0.9220415949821472,0.8743085265159607
25,0.9257470369338989,0.8798947930335999
26,0.9299667477607727,0.885887861251831
27,0.9338080286979675,0.8919351100921631
28,0.9374262094497681,0.8968977332115173
29,0.9410960078239441,0.9022399187088013
30,0.9439507722854614,0.9067414999008179
31,0.9474220275878906,0.9121379852294922
32,0.950033962726593,0.9169378280639648
33,0.9529116749763489,0.9215478897094727
34,0.95539790391922,0.9251545667648315
35,0.9581683874130249,0.929845929145813
36,0.9602019190788269,0.9333712458610535
37,0.9626566171646118,0.937167763710022
38,0.9655168652534485,0.9419405460357666
39,0.966063380241394,0.943187952041626
40,0.9683261513710022,0.9467133283615112
41,0.9707055687904358,0.9510250687599182
42,0.972120463848114,0.9533300995826721
43,0.9735651612281799,0.9556080102920532
44,0.975122332572937,0.9582926630973816
45,0.9772001504898071,0.9618722796440125
46,0.9776664972305298,0.962685763835907
47,0.9793661236763,0.9656687378883362
48,0.9803537726402283,0.9671873450279236
49,0.9812957644462585,0.969004213809967
50,0.9824166893959045,0.9707669019699097
51,0.9834343791007996,0.9724482297897339
52,0.9846107363700867,0.9745091795921326
53,0.9852364659309387,0.9755939245223999
54,0.9865596890449524,0.9779802560806274
55,0.9867917895317078,0.9783599376678467
56,0.9877554774284363,0.9795531034469604
57,0.9881189465522766,0.9808005094528198
58,0.9890017509460449,0.9821835160255432
59,0.9897726774215698,0.9832953810691833
60,0.9902005195617676,0.9839462041854858
61,0.9909766912460327,0.985085129737854
62,0.9911124110221863,0.9852749705314636
63,0.9914373755455017,0.9861156344413757
64,0.9922021627426147,0.9873901605606079
65,0.9925606846809387,0.9879325032234192
66,0.9930345416069031,0.9886646866798401
67,0.9934425354003906,0.9892070889472961
68,0.9932648539543152,0.9893426895141602
69,0.9941174387931824,0.9901561737060547
70,0.9937773942947388,0.989939272403717
71,0.994136393070221,0.9904544949531555
72,0.9944151639938354,0.9911324381828308
73,0.9945699572563171,0.9911866784095764
74,0.9948781132698059,0.9917019009590149
75,0.9949969053268433,0.9921900629997253
76,0.9951593279838562,0.9922171831130981
77,0.9952108263969421,0.9923527240753174
78,0.9950868487358093,0.992244303226471
79,0.9955037832260132,0.9928680062294006
80,0.9956019520759583,0.9930036067962646
81,0.9957183003425598,0.9931933879852295
82,0.9957941770553589,0.9932476282119751
83,0.9960536360740662,0.9936544299125671
84,0.9959784746170044,0.9935459494590759
85,0.996097207069397,0.9940069317817688
86,0.9959949851036072,0.9937629103660583
87,0.9962766766548157,0.9941425323486328
88,0.996275007724762,0.9942238926887512
89,0.9962301254272461,0.9940340518951416
90,0.9965004324913025,0.9945221543312073
91,0.9964354634284973,0.9944950938224792
92,0.9966100454330444,0.9947933554649353
93,0.9967251420021057,0.9948204755783081
94,0.9966256022453308,0.9947662353515625
95,0.9966093897819519,0.9947662353515625
96,0.9966851472854614,0.9949018359184265
97,0.9967538118362427,0.9949018359184265
98,0.997029185295105,0.995417058467865
99,0.9967580437660217,0.9950374364852905
